city;city_ascii;city_alt;lat;lng;country;iso2;iso3
Kerfany-les-Pins;Kerfany-les-Pins;Kerfany;47,8056;-3,7167;France;FR;FRA
Saint-Lizier;Saint-Lizier;;43,0019;1,1374;France;FR;FRA
Saint-Lizier;Saint-Lizier;;42,7987;1,2637;France;FR;FRA
Anglemont;Anglemont;;48,3801;6,666;France;FR;FRA
B?n?vent-l?Abbaye;Benevent-l'Abbaye;B?n?vent;46,1178;1,6276;France;FR;FRA
Vou?l;Vouel;;49,6582;3,2871;France;FR;FRA
Quillidiec;Quillidiec;;48,4167;-3,9833;France;FR;FRA
Chamelin;Chamelin;;45,15;5,1833;France;FR;FRA
Vauchelles;Vauchelles;;49,5869;2,9646;France;FR;FRA
Brioux;Brioux;;45,8425;3,3652;France;FR;FRA
Corticchiato;Corticchiato;;41,9905;8,9102;France;FR;FRA
Soindres;Soindres;;48,9579;1,6754;France;FR;FRA
Les H?pitaux-Neufs;Les Hopitaux-Neufs;Vieux les H?pitaux Neufs|Les H?pitaux;46,7783;6,3721;France;FR;FRA
Ledringhem;Ledringhem;;50,8558;2,4418;France;FR;FRA
Montbrand;Montbrand;;44,5907;5,6823;France;FR;FRA
Hartmannswiller;Hartmannswiller;;47,8618;7,2139;France;FR;FRA
Riesenwald;Riesenwald;;47,8414;6,9403;France;FR;FRA
La Courtine;La Courtine;;45,701;2,2634;France;FR;FRA
Nevy-sur-Seille;Nevy-sur-Seille;Nevy;46,7416;5,6299;France;FR;FRA
Kerzellec;Kerzellec;;48,1124;-3,6915;France;FR;FRA
Giscaro;Giscaro;;43,6073;0,9279;France;FR;FRA
Van?mont;Vanemont;;48,1993;6,8789;France;FR;FRA
Le Cuing;Le Cuing;;43,145;0,6112;France;FR;FRA
Verclause;Verclause;;44,3796;5,4253;France;FR;FRA
Grenois;Grenois;;47,3204;3,5269;France;FR;FRA
Vazerac;Vazerac;;44,1907;1,285;France;FR;FRA
La Tour-sur-Orb;La Tour-sur-Orb;La Tour;43,653;3,1491;France;FR;FRA
Le Bouloy;Le Bouloy;;47,811;2,6007;France;FR;FRA
les Places;les Places;;47,0636;-0,6602;France;FR;FRA
Laroque;Laroque;;44,6594;-0,3041;France;FR;FRA
?chenoz-le-Sec;Echenoz-le-Sec;;47,5378;6,1181;France;FR;FRA
Caychax;Caychax;;42,7926;1,7189;France;FR;FRA
Bord-Saint-Georges;Bord-Saint-Georges;Bord;46,2601;2,2985;France;FR;FRA
Porto;Porto;;42,265;8,7074;France;FR;FRA
La Perrena;La Perrena;;46,6732;6,0101;France;FR;FRA
Pringy;Pringy;;48,7833;4,5167;France;FR;FRA
Acquatella;Acquatella;;42,4644;9,3634;France;FR;FRA
Lanveur;Lanveur;;47,7461;-3,3908;France;FR;FRA
Lanveur;Lanveur;;48,6388;-4,0978;France;FR;FRA
Lucbardez-et-Bargues;Lucbardez-et-Bargues;;43,9694;-0,4049;France;FR;FRA
Laurac-en-Vivarais;Laurac-en-Vivarais;Laurac;44,5086;4,2905;France;FR;FRA
Bellecombe-Tarendol;Bellecombe-Tarendol;Bellecombe;44,3527;5,3522;France;FR;FRA
Sardi?res;Sardieres;;45,2431;6,7805;France;FR;FRA
Les ?glises-d?Argenteuil;Les Eglises-d'Argenteuil;Les ?glises;45,9737;-0,4326;France;FR;FRA
Brian?on;Briancon;;47,1481;0,314;France;FR;FRA
Saint-Front-d?Alemps;Saint-Front-d'Alemps;Saint-Front;45,3242;0,7805;France;FR;FRA
Saint-Germain-des-Essourts;Saint-Germain-des-Essourts;Saint-Germain;49,5387;1,321;France;FR;FRA
Hauterive;Hauterive;;48,5743;1,1778;France;FR;FRA
Beausemblant;Beausemblant;;45,2171;4,8324;France;FR;FRA
Saint-Beauzire;Saint-Beauzire;;45,8496;3,1795;France;FR;FRA
Saint-Beauzire;Saint-Beauzire;;45,275;3,2675;France;FR;FRA
Lescoat;Lescoat;;48,4222;-4,4986;France;FR;FRA
Chabris;Chabris;;47,2534;1,6518;France;FR;FRA
Lignerolles;Lignerolles;;48,8476;1,2748;France;FR;FRA
Lignerolles;Lignerolles;;48,5908;0,5836;France;FR;FRA
Le Petit Varenne;Le Petit Varenne;;47,1027;3,0535;France;FR;FRA
Freyte;Freyte;;45,6;2,1667;France;FR;FRA
Lagru?re;Lagruere;;44,4013;0,2415;France;FR;FRA
M?nil-sur-Belvitte;Menil-sur-Belvitte;M?nil;48,389;6,6916;France;FR;FRA
Versin;Versin;;45,641;5,3396;France;FR;FRA
Le Peyrou;Le Peyrou;;44,7792;2,4721;France;FR;FRA
Davay?;Davaye;;46,3036;4,7433;France;FR;FRA
Fourchainville;Fourchainville;;48,5011;2,123;France;FR;FRA
Javols;Javols;;44,6934;3,3427;France;FR;FRA
Leyral;Leyral;;44,8167;4,4667;France;FR;FRA
Brue-Auriac;Brue-Auriac;;43,5291;5,9426;France;FR;FRA
Bailleau-le-Pin;Bailleau-le-Pin;Bailleau;48,367;1,3295;France;FR;FRA
Febvin-Palfart;Febvin-Palfart;;50,5383;2,3153;France;FR;FRA
Villiers-l?s-Aprey;Villiers-les-Aprey;Villiers;47,7496;5,2125;France;FR;FRA
Brombos;Brombos;;49,6458;1,8872;France;FR;FRA
Mon?tay-sur-Loire;Monetay-sur-Loire;Mon?tay;46,4305;3,8169;France;FR;FRA
Mespl?de;Mesplede;;43,494;-0,6595;France;FR;FRA
Saint-Cr?pin;Saint-Crepin;;44,9586;1,2786;France;FR;FRA
Saint-Cr?pin;Saint-Crepin;;46,0022;-0,7326;France;FR;FRA
Boiry-Saint-Martin;Boiry-Saint-Martin;;50,2009;2,7612;France;FR;FRA
Ennezat;Ennezat;;45,8977;3,2235;France;FR;FRA
Culoison;Culoison;;48,3358;4,0747;France;FR;FRA
Longueil-Annel;Longueil-Annel;;49,4691;2,8646;France;FR;FRA
Jarnac;Jarnac;;45,6823;-0,1747;France;FR;FRA
Reuzel;Reuzel;Heuzel;47,9667;-1,6833;France;FR;FRA
Cassis;Cassis;;43,2157;5,5385;France;FR;FRA
Le Chamel;Le Chamel;;45,25;2,1667;France;FR;FRA
Jabrelles;Jabrelles;;45,1934;3,8326;France;FR;FRA
Rix;Rix;;45,7352;5,5206;France;FR;FRA
Le Fr?tay;Le Fretay;;47,8081;-1,5697;France;FR;FRA
Sotzeling;Sotzeling;;48,8628;6,6361;France;FR;FRA
Paunat;Paunat;;44,9056;0,8587;France;FR;FRA
La G?lie;La Gelie;;45,0364;0,9029;France;FR;FRA
Lieuran-l?s-B?ziers;Lieuran-les-Beziers;Lieuran;43,4187;3,2369;France;FR;FRA
Bonnes;Bonnes;;46,6045;0,5954;France;FR;FRA
Bonnes;Bonnes;;45,2402;0,15;France;FR;FRA
Bonnes;Bonnes;;45,5;2,2833;France;FR;FRA
Villiers-sur-Port;Villiers-sur-Port;;49,3399;-0,7823;France;FR;FRA
Gerland;Gerland;;47,0945;5,0064;France;FR;FRA
Bi?vres;Bievres;;49,4936;3,7123;France;FR;FRA
Laval-le-Prieur?;Laval-le-Prieure;Laval;47,1868;6,6244;France;FR;FRA
Lentilles;Lentilles;;48,4835;4,611;France;FR;FRA
Morsbronn;Morsbronn;;49,0051;6,9271;France;FR;FRA
Houtteville;Houtteville;;49,3387;-1,3626;France;FR;FRA
Beaurieux;Beaurieux;;49,3932;3,7399;France;FR;FRA
Beaurieux;Beaurieux;;50,1783;4,1281;France;FR;FRA
Saint-Mard;Saint-Mard;;46,0861;-0,7109;France;FR;FRA
Lafrimbolle;Lafrimbolle;Lafrimbole;48,5948;7,0184;France;FR;FRA
Lahourcade;Lahourcade;;43,3543;-0,6174;France;FR;FRA
Fourqueux;Fourqueux;;48,8869;2,0637;France;FR;FRA
Beuvry;Beuvry;;50,5167;2,6854;France;FR;FRA
Combardenq;Combardenq;Combardeng;44,7717;6,0047;France;FR;FRA
Altviller;Altviller;Altziller|Altwiller;49,0739;6,7318;France;FR;FRA
Audigny;Audigny;;49,8697;3,6468;France;FR;FRA
Peyrefitte-du-Raz?s;Peyrefitte-du-Razes;Peyrefitte|Peyrefite;43,0608;2,0225;France;FR;FRA
Tr?pied;Trepied;;50,501;1,6273;France;FR;FRA
Les Brochiers;Les Brochiers;;43,8377;6,3167;France;FR;FRA
Vestric-et-Candiac;Vestric-et-Candiac;Vestric;43,7407;4,2586;France;FR;FRA
Ch?vreville;Chevreville;;49,1099;2,8495;France;FR;FRA
Bernompr?;Bernompre;;49,7853;1,6535;France;FR;FRA
Belv?d?re;Belvedere;Belved?re-Campomoro|Belved?re-Campomaro;41,6329;8,8515;France;FR;FRA
Cr?;Cre;Cr?-sur-le-Loire;47,6755;-0,1576;France;FR;FRA
Ch?nier;Chenier;;46,4689;1,3384;France;FR;FRA
La Merci-Dieu;La Merci-Dieu;;46,7645;0,8368;France;FR;FRA
Ragny;Ragny;;47,4941;4,0682;France;FR;FRA
Soulier;Soulier;;45,6919;2,6836;France;FR;FRA
Saint-Gondran;Saint-Gondran;;48,2674;-1,8357;France;FR;FRA
Beaufay;Beaufay;;48,1466;0,3622;France;FR;FRA
Eppeville;Eppeville;;49,7407;3,0511;France;FR;FRA
Bert;Bert;;47,3185;-2,2087;France;FR;FRA
Aveny;Aveny;Aveny-Montreuil;49,1658;1,6577;France;FR;FRA
Laval;Laval;;45,2754;1,334;France;FR;FRA
Laval;Laval;;45,0179;1,3598;France;FR;FRA
Laval;Laval;;45,5097;2,0819;France;FR;FRA
Saint-Denis-sur-Sarthon;Saint-Denis-sur-Sarthon;Saint-Denis;48,4532;-0,0472;France;FR;FRA
Cloquant;Cloquant;;50,6318;2,0789;France;FR;FRA
Aigre;Aigre;;45,8915;0,0082;France;FR;FRA
Les Bourdons;Les Bourdons;;47,0229;3,1422;France;FR;FRA
Villehardouin;Villehardouin;;48,3799;4,3816;France;FR;FRA
Lhumery;Lhumery;;48,4023;2,0914;France;FR;FRA
Ossey-les-Trois-Maisons;Ossey-les-Trois-Maisons;Ossey;48,4358;3,7417;France;FR;FRA
La Melle;La Melle;;43,9167;6,3833;France;FR;FRA
Rigarda;Rigarda;;42,625;2,5337;France;FR;FRA
Monni?res;Monnieres;;47,1124;5,461;France;FR;FRA
Flesqui?res;Flesquieres;;50,1227;3,1159;France;FR;FRA
Herrlisheim;Herrlisheim;Herrlisheim-pr?s-Colmar;48,7305;7,9042;France;FR;FRA
Vitry-l?s-Nogent;Vitry-les-Nogent;Vitry;47,9933;5,3462;France;FR;FRA
Courdimanche;Courdimanche;;49,0351;2,001;France;FR;FRA
Ludi?s;Ludies;Ludics;43,1182;1,7145;France;FR;FRA
Guilm?court;Guilmecourt;;49,9667;1,3022;France;FR;FRA
Berck-Plage;Berck-Plage;;50,407;1,5645;France;FR;FRA
Om?court;Omecourt;;49,611;1,8487;France;FR;FRA
Nervaux;Nervaux;;46,6539;1,1376;France;FR;FRA
Daugnague;Daugnague;;44,2674;-0,8117;France;FR;FRA
Montbonnot-Saint-Martin;Montbonnot-Saint-Martin;Montbonnot;45,2254;5,8017;France;FR;FRA
Rochetaill?e-sur-Sa?ne;Rochetaillee-sur-Saone;Rochetaill?e;45,8419;4,8353;France;FR;FRA
Cazals-des-Bayl?s;Cazals-des-Bayles;Cazals;43,0873;1,9475;France;FR;FRA
Les Matras;Les Matras;;48,1183;0,6492;France;FR;FRA
Savonni?res-en-Perthois;Savonnieres-en-Perthois;Savonni?res;48,607;5,1334;France;FR;FRA
Boulazac;Boulazac;;45,1717;0,773;France;FR;FRA
Forcili;Forcili;Porcili;42,5282;9,0001;France;FR;FRA
Le Chassain;Le Chassain;;46,3444;2,0718;France;FR;FRA
Le Chassain;Le Chassain;Le Chassaing;45,471;1,9283;France;FR;FRA
Retiers;Retiers;;47,9139;-1,3793;France;FR;FRA
Bilheux;Bilheux;;48,5658;1,3344;France;FR;FRA
Villevaud?;Villevaude;;48,9175;2,6523;France;FR;FRA
Sarcy;Sarcy;;49,207;3,8255;France;FR;FRA
La Franconni?re;La Franconniere;;48,6467;1,0847;France;FR;FRA
La Roche;La Roche;;45,5967;5,2197;France;FR;FRA
La Roche;La Roche;;45,4789;4,1429;France;FR;FRA
La Roche;La Roche;;46,0143;4,0037;France;FR;FRA
La Roche;La Roche;;44,9898;4,3963;France;FR;FRA
La Roche;La Roche;;44,9;4,3833;France;FR;FRA
La Roche;La Roche;;45,0165;3,8358;France;FR;FRA
La Roche;La Roche;;46,3282;3,2304;France;FR;FRA
La Roche;La Roche;;44,8958;5,9342;France;FR;FRA
La Roche;La Roche;;45,5456;2,6371;France;FR;FRA
La Roche;La Roche;;45,6167;3,7;France;FR;FRA
La Roche;La Roche;;45,2428;3,1597;France;FR;FRA
La Roche;La Roche;;46,4036;3,2558;France;FR;FRA
Beaumont-sur-Vingeanne;Beaumont-sur-Vingeanne;Beaumont;47,4654;5,3625;France;FR;FRA
Le Grand V?vre;Le Grand Vevre;;46,8024;2,8841;France;FR;FRA
Mancenans-Lizerne;Mancenans-Lizerne;Mancenans;47,2594;6,775;France;FR;FRA
Monthou-sur-Bi?vre;Monthou-sur-Bievre;Monthou;47,4767;1,2951;France;FR;FRA
Pargny-la-Dhuys;Pargny-la-Dhuys;Pargny;48,9533;3,5535;France;FR;FRA
Saint-Herblon;Saint-Herblon;;47,4082;-1,0957;France;FR;FRA
Bou?x;Bouex;;45,616;0,3186;France;FR;FRA
Urti?re;Urtiere;;47,2584;6,9256;France;FR;FRA
Vernicourt;Vernicourt;;47,0157;4,5736;France;FR;FRA
Les Fauveaux;Les Fauveaux;;47,2142;2,9645;France;FR;FRA
Buglou;Buglou;;48,3465;1,2395;France;FR;FRA
Keroualou;Keroualou;;47,95;-3,4333;France;FR;FRA
Saugues;Saugues;;44,9601;3,5474;France;FR;FRA
Le Faubourg;Le Faubourg;;43,6794;-0,1894;France;FR;FRA
Forges;Forges;;46,4928;2,6159;France;FR;FRA
M?luzien;Meluzien;;47,4774;3,9481;France;FR;FRA
Boisseron;Boisseron;;43,7596;4,0808;France;FR;FRA
Aubertin;Aubertin;;43,2738;-0,4839;France;FR;FRA
Ascou;Ascou;;42,7214;1,8619;France;FR;FRA
La Chapelle-Felcourt;La Chapelle-Felcourt;La Chapelle;49,0442;4,756;France;FR;FRA
Kerhamon;Kerhamon;;48,5116;-3,0029;France;FR;FRA
L?Union;L'Union;;43,6565;1,4841;France;FR;FRA
Villers-Bocage;Villers-Bocage;Villers;49,9981;2,3168;France;FR;FRA
Fr?ville;Freville;;48,3253;5,6095;France;FR;FRA
Saint-Pierre-les-?tieux;Saint-Pierre-les-Etieux;Saint-Pierre-des-Estieux|Saint-Pierre;46,7343;2,6229;France;FR;FRA
Mucalellu;Mucalellu;Mugalletto|Mugalellu;42,4155;8,7317;France;FR;FRA
Chione;Chione;Valpaja;42,0027;8,8693;France;FR;FRA
La Bessi?re;La Bessiere;;43,7265;2,8597;France;FR;FRA
Gauciel;Gauciel;;49,033;1,2421;France;FR;FRA
Malabry;Malabry;;48,7734;2,2573;France;FR;FRA
Petit Coincet;Petit Coincet;;45,7432;4,157;France;FR;FRA
Alligny-Cosne;Alligny-Cosne;Alligny;47,4538;3,0616;France;FR;FRA
Saint-Trosse;Saint-Trosse;;44,2943;-1,0588;France;FR;FRA
Battigny;Battigny;;48,4478;5,9794;France;FR;FRA
Sainte-Marie-de-Chignac;Sainte-Marie-de-Chignac;Sainte-Marie;45,131;0,829;France;FR;FRA
Boisset Haut;Boisset Haut;;45,3385;3,9599;France;FR;FRA
Val-d?Is?re;Val-d'Isere;;45,4514;6,9745;France;FR;FRA
La Haye-Descartes;La Haye-Descartes;;46,9744;0,6987;France;FR;FRA
Sennecey-l?s-Dijon;Sennecey-les-Dijon;Sennecey;47,2898;5,1049;France;FR;FRA
Courteron;Courteron;;48,0198;4,4444;France;FR;FRA
Saint-Alban-de-Roche;Saint-Alban-de-Roche;Saint-Alban;45,5949;5,2263;France;FR;FRA
Jemelle;Jemelle;;46,5173;1,0468;France;FR;FRA
Litteau;Litteau;;49,153;-0,9055;France;FR;FRA
Salab?s;Salabes;;44,5731;0,4995;France;FR;FRA
La Mulati?re;La Mulatiere;;45,7282;4,8121;France;FR;FRA
Ponte Novu;Ponte Novu;Ponte-Nuovo;42,4831;9,2806;France;FR;FRA
Saint-Chabrais;Saint-Chabrais;;46,1319;2,2046;France;FR;FRA
Bourguignon-l?s-Morey;Bourguignon-les-Morey;Bourguignon;47,7096;5,7036;France;FR;FRA
Saint-R?my-de-Blot;Saint-Remy-de-Blot;Saint-R?my;46,0773;2,9305;France;FR;FRA
Villebernier;Villebernier;;47,2542;-0,031;France;FR;FRA
Cam?las;Camelas;;42,6295;2,6836;France;FR;FRA
La Villatte;La Villatte;;45,804;2,5011;France;FR;FRA
La Villatte;La Villatte;;46,3899;2,7629;France;FR;FRA
La Villatte;La Villatte;;46,5468;2,8042;France;FR;FRA
Le Not;Le Not;;45,3772;5,3265;France;FR;FRA
Guipereux;Guipereux;;48,635;2,2852;France;FR;FRA
Landrauderie;Landrauderie;;45,7389;1,5678;France;FR;FRA
Notre-Dame-d?Aspres;Notre-Dame-d'Aspres;Notre-Dame|Notre-Dame d?Apr?s;48,6913;0,6029;France;FR;FRA
Dracy-le-Fort;Dracy-le-Fort;Dracy;46,7975;4,7621;France;FR;FRA
Le Tureau;Le Tureau;;46,8931;2,7075;France;FR;FRA
Pl?sidy;Plesidy;;48,4485;-3,1233;France;FR;FRA
Cournazac;Cournazac;;45,142;0,973;France;FR;FRA
Saint-Omer;Saint-Omer;;47,4738;-1,8571;France;FR;FRA
Saint-Angel;Saint-Angel;;45,5035;2,2316;France;FR;FRA
Saint-Angel;Saint-Angel;;45,4645;0,6788;France;FR;FRA
Les Gu?rins;Les Guerins;;44,5362;6,1492;France;FR;FRA
Les Gu?rins;Les Guerins;;44,3918;6,5741;France;FR;FRA
Saillac;Saillac;;45,0374;1,6407;France;FR;FRA
Bussus-Bussuel;Bussus-Bussuel;Bussus;50,1109;1,9991;France;FR;FRA
La Birochere;La Birochere;;47,1076;-2,0844;France;FR;FRA
Aubignan;Aubignan;;44,0997;5,0253;France;FR;FRA
Castelnau-Montratier;Castelnau-Montratier;Castelnau-le-Montratier|Castelnau-de-Montratier|Castelnau;44,2687;1,353;France;FR;FRA
La Ville Juhel;La Ville Juhel;;48,3997;-2,9872;France;FR;FRA
Aubvillers;Aubvillers;;49,7137;2,482;France;FR;FRA
Espaon;Espaon;;43,4201;0,864;France;FR;FRA
Sailly-au-Bois;Sailly-au-Bois;Sailly;50,1207;2,5957;France;FR;FRA
Le Ch?teau;Le Chateau;;43,6777;7,0368;France;FR;FRA
Le Ch?teau;Le Chateau;;44,2295;6,2924;France;FR;FRA
Le Ch?teau;Le Chateau;;44,485;5,6619;France;FR;FRA
Antignac;Antignac;;45,3422;2,5454;France;FR;FRA
Le Sablais;Le Sablais;;46,6833;-1,9333;France;FR;FRA
Hodenc-l?Ev?que;Hodenc-l'Eveque;Hodenc;49,3387;2,1514;France;FR;FRA
Danvou;Danvou;Davou|Dauvau;48,9556;-0,6725;France;FR;FRA
Pouzioux;Pouzioux;;46,6084;0,2752;France;FR;FRA
Pouzioux;Pouzioux;;46,5174;0,6941;France;FR;FRA
Seytroux;Seytroux;;46,2486;6,6187;France;FR;FRA
Mazzola;Mazzola;;42,3011;9,3112;France;FR;FRA
Saint-Aubin-Fosse-Louvain;Saint-Aubin-Fosse-Louvain;Saint-Aubin;48,4629;-0,8318;France;FR;FRA
Le Nouhaud;Le Nouhaud;;46,1622;1,4492;France;FR;FRA
Granges-le-Bourg;Granges-le-Bourg;;47,5646;6,5841;France;FR;FRA
Fr?monville;Fremonville;;48,596;6,8892;France;FR;FRA
Soncourt-sur-Marne;Soncourt-sur-Marne;Soncourt;48,2524;5,1159;France;FR;FRA
Munois;Munois;;47,5336;4,5577;France;FR;FRA
La Chavi?re;La Chaviere;;46,3666;2,9507;France;FR;FRA
M?cot-la-Plagne;Macot-la-Plagne;M?cot;45,5535;6,6737;France;FR;FRA
Thiepval;Thiepval;;50,0546;2,6898;France;FR;FRA
Lavaudieu;Lavaudieu;Laveudieu;45,2628;3,4539;France;FR;FRA
Ferri?res-les-Verreries;Ferrieres-les-Verreries;Ferri?res;43,8778;3,7974;France;FR;FRA
Bonn?table;Bonnetable;;48,1791;0,4257;France;FR;FRA
Ch?tillon;Chatillon;Ch?tillon-d?Azergues;45,8773;4,6457;France;FR;FRA
Ch?tillon;Chatillon;;45,8009;5,8435;France;FR;FRA
Ch?tillon;Chatillon;;46,4732;3,1329;France;FR;FRA
La Brande;La Brande;;45,1001;1,551;France;FR;FRA
La Brande;La Brande;;46,3999;2,1432;France;FR;FRA
Villedieu;Villedieu;;45,7384;4,1317;France;FR;FRA
Villedieu;Villedieu;;44,999;3,0641;France;FR;FRA
La Neuville-en-Beine;La Neuville-en-Beine;Le Neuville;49,6757;3,1522;France;FR;FRA
Sirach;Sirach;;42,6049;2,4033;France;FR;FRA
Courgeon;Courgeon;;48,4783;0,6133;France;FR;FRA
La Morlais;La Morlais;;47,6115;-1,5323;France;FR;FRA
Casteil;Casteil;;42,5313;2,3938;France;FR;FRA
Bois Gars;Bois Gars;;47,8607;0,2069;France;FR;FRA
Poggio di Lozzi;Poggio di Lozzi;Poggio;42,3368;8,9886;France;FR;FRA
Le Meillard;Le Meillard;;50,1713;2,1955;France;FR;FRA
Saint-Ail;Saint-Ail;Saint-Ail-Habonville;49,1801;5,9978;France;FR;FRA
Almen?ches;Almeneches;;48,6971;0,1101;France;FR;FRA
Sacy-le-Grand;Sacy-le-Grand;Sacy;49,3548;2,5446;France;FR;FRA
Bosc-Bordel;Bosc-Bordel;;49,5927;1,4096;France;FR;FRA
Vieux Bourg;Vieux Bourg;Castel-Sarrazin-Vieux-Bourg|Castelsarrasin Vieux Bourg;43,6282;-0,7823;France;FR;FRA
Seillant;Seillant;;46,4216;1,3456;France;FR;FRA
La Trinit?-des-Laitiers;La Trinite-des-Laitiers;La Trinite;48,7972;0,3782;France;FR;FRA
Granges;Granges;;45,1855;1,4803;France;FR;FRA
Puy-de-Serre;Puy-de-Serre;;46,5627;-0,6676;France;FR;FRA
Rignac;Rignac;;44,4087;2,2897;France;FR;FRA
Rignac;Rignac;;44,8064;1,6954;France;FR;FRA
Rignac;Rignac;;44,9368;1,5196;France;FR;FRA
Rignac;Rignac;;44,5208;1,8076;France;FR;FRA
Buissoncourt;Buissoncourt;;48,6772;6,3451;France;FR;FRA
Archelange;Archelange;;47,1475;5,5148;France;FR;FRA
Les Piquets;Les Piquets;;45,821;2,7483;France;FR;FRA
Saint-Hilaire-le-Ch?teau;Saint-Hilaire-le-Chateau;Saint-Hilaire;45,9828;1,8972;France;FR;FRA
Paray;Paray;;47,3392;3,2297;France;FR;FRA
Pontamafrey;Pontamafrey;;45,3161;6,3487;France;FR;FRA
Montjalin;Montjalin;;47,5186;3,9799;France;FR;FRA
Rocquancourt;Rocquancourt;;49,0937;-0,3215;France;FR;FRA
Labeuville;Labeuville;;49,096;5,7933;France;FR;FRA
Avin;Avin;;47,3;3,1833;France;FR;FRA
Lub?court;Lubecourt;;48,8433;6,5165;France;FR;FRA
Le Vilhain;Le Vilhain;;46,5615;2,7972;France;FR;FRA
Les Simonneaux;Les Simonneaux;;47,2857;2,5118;France;FR;FRA
B?n?tant;Benetant;Benetan;45,6278;6,4931;France;FR;FRA
Basse Perruche;Basse Perruche;;48,8094;1,7467;France;FR;FRA
Canet-Plage;Canet-Plage;Canet;42,6924;3,0316;France;FR;FRA
Barbazan;Barbazan;;43,0328;0,6228;France;FR;FRA
Saint-?tienne-de-Chomeil;Saint-Etienne-de-Chomeil;Saint-?tienne-de Riom|Saint-?tienne;45,3429;2,6026;France;FR;FRA
Les Groux;Les Groux;;48,9167;1,6833;France;FR;FRA
Mondonville-Sainte-Barbe;Mondonville-Sainte-Barbe;Mondonville;48,291;1,7419;France;FR;FRA
Fistelhaeuser;Fistelhaeuser;;47,8822;7,0362;France;FR;FRA
Sannes;Sannes;;43,7575;5,4908;France;FR;FRA
Saint-Martory;Saint-Martory;;43,1426;0,9299;France;FR;FRA
Vieux Champs;Vieux Champs;;47,825;3,4406;France;FR;FRA
Vieux Champs;Vieux Champs;Vieux Champ;48,0043;3,803;France;FR;FRA
R?gades;Regades;;43,0506;0,722;France;FR;FRA
Ortoncourt;Ortoncourt;;48,3666;6,5118;France;FR;FRA
Saint-Oradoux-de-Chirouze;Saint-Oradoux-de-Chirouze;Saint-Oradoux;45,7335;2,3322;France;FR;FRA
Laimeheuc;Laimeheuc;;47,9643;-2,0159;France;FR;FRA
Vire;Vire;;48,8385;-0,8893;France;FR;FRA
Folcarde;Folcarde;;43,4035;1,7941;France;FR;FRA
Chabrignac;Chabrignac;;45,3163;1,3406;France;FR;FRA
Pierre Fiche;Pierre Fiche;;45,5227;1,3617;France;FR;FRA
Pierre Fiche;Pierre Fiche;;45,7333;1,4833;France;FR;FRA
Le Thieulin;Le Thieulin;;48,4074;1,1332;France;FR;FRA
Lanna?rec;Lannaerec;;48,4;-4,4167;France;FR;FRA
Goland;Goland;;48,1612;-0,8659;France;FR;FRA
Les Chapiseaux;Les Chapiseaux;;48,3517;1,038;France;FR;FRA
Kerlouan;Kerlouan;;48,6454;-4,3659;France;FR;FRA
F?rin;Ferin;;50,3273;3,0741;France;FR;FRA
Cormot-le-Grand;Cormot-le-Grand;Cormot;46,9624;4,6433;France;FR;FRA
Villard-d?H?ry;Villard-d'Hery;Villard|Villard-l?H?ry;45,5135;6,1387;France;FR;FRA
Nantheuil;Nantheuil;;45,4135;0,9443;France;FR;FRA
Castelnau-de-Guers;Castelnau-de-Guers;Castelnau;43,435;3,4379;France;FR;FRA
Grandchamps-des-Fontaines;Grandchamps-des-Fontaines;Grandchamp-des-Fontaines|Grandchamp;47,3651;-1,6059;France;FR;FRA
Vers-en-Montagne;Vers-en-Montagne;Vers;46,8153;5,9152;France;FR;FRA
Breuilleron;Breuilleron;;47,5167;3,3667;France;FR;FRA
Pouilly-sur-Vingeanne;Pouilly-sur-Vingeanne;Pouilly;47,5393;5,4324;France;FR;FRA
Moyemont;Moyemont;;48,3501;6,539;France;FR;FRA
Lailly-en-Val;Lailly-en-Val;Lailly;47,7696;1,6866;France;FR;FRA
Sansac;Sansac;;44,9254;3,7333;France;FR;FRA
Mellionnec;Mellionnec;;48,1747;-3,2968;France;FR;FRA
Mascarville;Mascarville;;43,554;1,7583;France;FR;FRA
Sevestreville;Sevestreville;;48,1904;1,7649;France;FR;FRA
Villenave-de-Rions;Villenave-de-Rions;Villenave;44,6907;-0,338;France;FR;FRA
Les Billiens;Les Billiens;;47,549;3,115;France;FR;FRA
Ranquet;Ranquet;;45,288;3,1752;France;FR;FRA
Kerlouzouen;Kerlouzouen;;48,678;-3,4624;France;FR;FRA
Brieulles-sur-Bar;Brieulles-sur-Bar;Brieulles;49,4764;4,853;France;FR;FRA
Saint-Pierre-d?Exideuil;Saint-Pierre-d'Exideuil;Saint-Pierre-d?Excideuil|Saint-Pierre;46,1503;0,2697;France;FR;FRA
Lacrost;Lacrost;;46,558;4,9323;France;FR;FRA
Orill?;Orille;;47,2456;-0,5294;France;FR;FRA
Fay-sur-Lignon;Fay-sur-Lignon;Fay;44,9864;4,2264;France;FR;FRA
Libaros;Libaros;;43,2533;0,3915;France;FR;FRA
Cogn?;Cogne;;48,3951;1,3179;France;FR;FRA
Salleb?uf;Salleboeuf;Salleboeuf;44,8424;-0,3974;France;FR;FRA
Ballersdorf;Ballersdorf;Ballesdorf|Badricourt;47,6238;7,1612;France;FR;FRA
La Tuque;La Tuque;;44,5606;0,5287;France;FR;FRA
Valmorel;Valmorel;;45,4601;6,442;France;FR;FRA
