city;city_ascii;city_alt;lat;lng;country;iso2;iso3
Thaumiers;Thaumiers;;46,8219;2,6548;France;FR;FRA
Le Bersac;Le Bersac;;44,4103;5,7503;France;FR;FRA
Rasigu?res;Rasigueres;;42,7664;2,609;France;FR;FRA
Les Ch?telliers-Ch?teaumur;Les Chatelliers-Chateaumur;Les Chatelliers|Ch?telliers-Ch?teaumur;46,8552;-0,8202;France;FR;FRA
Claix;Claix;;45,1199;5,6729;France;FR;FRA
Gintrac;Gintrac;;44,8954;1,7626;France;FR;FRA
Bar?ges;Bareges;;42,8965;0,0642;France;FR;FRA
Beauc?;Beauce;;48,3385;-1,1572;France;FR;FRA
Salles-Adour;Salles-Adour;Salles;43,1838;0,099;France;FR;FRA
Puylagarde;Puylagarde;;44,2961;1,8388;France;FR;FRA
Tr?gomar;Tregomar;;48,4652;-2,4296;France;FR;FRA
Valmestroff;Valmestroff;;49,3608;6,2658;France;FR;FRA
Rabard;Rabard;;44,9242;0,6694;France;FR;FRA
Sault-Br?naz;Sault-Brenaz;Sault;45,8613;5,3995;France;FR;FRA
Oisy;Oisy;;50,3593;3,438;France;FR;FRA
Oisy;Oisy;;50,0208;3,6653;France;FR;FRA
Sort-en-Chalosse;Sort-en-Chalosse;Sort;43,6833;-0,9307;France;FR;FRA
Lournand;Lournand;;46,4569;4,6484;France;FR;FRA
Bercenay-en-Othe;Bercenay-en-Othe;Bercenay;48,2088;3,893;France;FR;FRA
La Varde;La Varde;;49,2081;-1,2827;France;FR;FRA
Tin???;Tineue;;47,3244;-3,2121;France;FR;FRA
Still;Still;;48,5499;7,4029;France;FR;FRA
Vidal;Vidal;;44,8077;1,4191;France;FR;FRA
Villars;Villars;;43,9233;5,4062;France;FR;FRA
Villars;Villars;;48,6284;3,245;France;FR;FRA
Patteville;Patteville;;49,8522;1,0513;France;FR;FRA
Ars;Ars;;45,6431;-0,3826;France;FR;FRA
Ars;Ars;;46,0044;2,0782;France;FR;FRA
Ars;Ars;;45,6042;2,0068;France;FR;FRA
Saint-Pierre-des-Landes;Saint-Pierre-des-Landes;Saint-Pierre;48,2742;-1,0281;France;FR;FRA
Le Mesnil-Lieubray;Le Mesnil-Lieubray;Mesnil-Lieubray|Le Mesnil;49,5;1,5167;France;FR;FRA
Villars;Villars;;48,2315;1,5493;France;FR;FRA
Lissac;Lissac;;45,607;2,0554;France;FR;FRA
S?re-en-Lavedan;Sere-en-Lavedan;S?re-Argel?s|S?re;43,0216;-0,1214;France;FR;FRA
Marvaud;Marvaud;;45,3424;2,8095;France;FR;FRA
Chevillon-sur-Huillard;Chevillon-sur-Huillard;Chevillon;47,962;2,626;France;FR;FRA
Sainte-Marie-Lapanouze;Sainte-Marie-Lapanouze;Sainte-Marie;45,4314;2,3406;France;FR;FRA
Chenoves;Chenoves;;46,6708;4,6715;France;FR;FRA
Schaeffersheim;Schaeffersheim;;48,4284;7,6226;France;FR;FRA
Garsenval;Garsenval;;48,3559;2,0834;France;FR;FRA
Les Fournaux;Les Fournaux;;48,077;3,6742;France;FR;FRA
Singling;Singling;;49,0466;7,2239;France;FR;FRA
Pichio;Pichio;;41,988;8,7569;France;FR;FRA
Courbetaux;Courbetaux;;48,8546;3,5565;France;FR;FRA
Sireuil;Sireuil;;45,6157;0,0094;France;FR;FRA
Sireuil;Sireuil;;44,9404;1,0755;France;FR;FRA
Saint-Vincent-de-Connezac;Saint-Vincent-de-Connezac;Saint-Vincent;45,1636;0,3971;France;FR;FRA
Champanastays;Champanastays;Champanastais;44,4167;6,45;France;FR;FRA
Fitignieu;Fitignieu;;45,928;5,6668;France;FR;FRA
Barcy;Barcy;;49,0182;2,8804;France;FR;FRA
Fr?vaux;Frevaux;;47,9833;3,7;France;FR;FRA
Vauchonvilliers;Vauchonvilliers;;48,2655;4,5261;France;FR;FRA
Warsy;Warsy;;49,699;2,6487;France;FR;FRA
Ondres;Ondres;;43,5615;-1,4491;France;FR;FRA
Kaiserhof;Kaiserhof;;48,7008;7,2171;France;FR;FRA
Claveisolles;Claveisolles;Claveiselles;46,1;4,494;France;FR;FRA
Bl?ry;Blery;;48,9676;1,5951;France;FR;FRA
Sedz?re;Sedzere;;43,3402;-0,1735;France;FR;FRA
Courth?zon;Courthezon;;44,0876;4,8841;France;FR;FRA
Marchastel;Marchastel;;44,6511;3,1066;France;FR;FRA
Prizy;Prizy;;46,3577;4,2263;France;FR;FRA
Chauminet;Chauminet;;47,5426;3,3376;France;FR;FRA
Saint-R?my-sur-Durolle;Saint-Remy-sur-Durolle;Saint-R?my;45,8881;3,5926;France;FR;FRA
Marizy-Saint-Mard;Marizy-Saint-Mard;;49,1805;3,2231;France;FR;FRA
Ty Douar;Ty Douar;;48,4167;-3,9667;France;FR;FRA
Chantemerle-l?s-Grignan;Chantemerle-les-Grignan;Chantemerle;44,4029;4,834;France;FR;FRA
Le Grand Village;Le Grand Village;;45,7054;1,2257;France;FR;FRA
Berriac;Berriac;;43,217;2,4133;France;FR;FRA
Sainte-Marie-Kerque;Sainte-Marie-Kerque;;50,8992;2,1366;France;FR;FRA
Amigny-Rouy;Amigny-Rouy;;49,6099;3,3043;France;FR;FRA
Bouchais;Bouchais;;46,504;1,4126;France;FR;FRA
La Poste aux Alouettes;La Poste aux Alouettes;Le Poste aux Allouettes;47,6141;3,8181;France;FR;FRA
Saint-Martin-de-Coux;Saint-Martin-de-Coux;Saint-Martin;45,1446;-0,109;France;FR;FRA
La Terrisse;La Terrisse;;44,7546;2,8188;France;FR;FRA
Siardeix;Siardeix;Bassiardeix;45,6974;1,4839;France;FR;FRA
L??rella;L'Erella;;45,2499;6,8465;France;FR;FRA
Musoleu;Musoleu;;41,578;9,2953;France;FR;FRA
F?chin;Fachin;;47,0049;3,9686;France;FR;FRA
Saint-L?onard-des-Bois;Saint-Leonard-des-Bois;Saint-L?onard;48,3519;-0,0773;France;FR;FRA
Abos;Abos;;43,3583;-0,5631;France;FR;FRA
Les B?vini?res;Les Bevinieres;;48,2234;1,0008;France;FR;FRA
Lamagdelaine;Lamagdelaine;La Madeleine|Lamagdelame;44,4684;1,4896;France;FR;FRA
Fontaine-Luy?res;Fontaine-Luyeres;Fontaines-Luy?res;48,3998;4,1837;France;FR;FRA
Curri?res;Currieres;;44,2903;3,7459;France;FR;FRA
Vines;Vines;;44,8563;2,8074;France;FR;FRA
Bas Cadeneaux;Bas Cadeneaux;;43,3828;5,3357;France;FR;FRA
Lande du Ray;Lande du Ray;;48,05;-1,2667;France;FR;FRA
Pont;Pont;;45,0333;1,6167;France;FR;FRA
Zeinheim;Zeinheim;;48,6725;7,4851;France;FR;FRA
Amur?;Amure;;46,2654;-0,6279;France;FR;FRA
Bigaroque;Bigaroque;;44,8565;0,9198;France;FR;FRA
Marchiennes-Campagne;Marchiennes-Campagne;;50,38;3,2537;France;FR;FRA
Rezay;Rezay;;46,6726;2,1782;France;FR;FRA
La Coudre;La Coudre;;48,3059;0,6054;France;FR;FRA
Sourdeval;Sourdeval;;48,7231;-0,9222;France;FR;FRA
Cirey-l?s-Mareilles;Cirey-les-Mareilles;Cirey;48,1988;5,2846;France;FR;FRA
Les Rochiers;Les Rochiers;;45,7559;3,4655;France;FR;FRA
Grand Champ;Grand Champ;;45,1473;1,8691;France;FR;FRA
Ponchapt;Ponchapt;;44,8833;0,1833;France;FR;FRA
La Petite For?t;La Petite Foret;;45,5313;5,1929;France;FR;FRA
Chanais;Chanais;;47,3594;-1,6619;France;FR;FRA
Coatqu?v?ran;Coatqueveran;;48,2167;-3,65;France;FR;FRA
Varanges;Varanges;;47,2308;5,1951;France;FR;FRA
Ry;Ry;;49,4714;1,3425;France;FR;FRA
Balasson;Balasson;Barasson;47,4425;-2,0386;France;FR;FRA
Lacour;Lacour;;44,2921;0,9471;France;FR;FRA
La Michoti?re;La Michotiere;;48,3667;0,45;France;FR;FRA
Croix-Moligneaux;Croix-Moligneaux;Croix|Croix-Molignaux;49,8142;3,0039;France;FR;FRA
Pleumeur-Gautier;Pleumeur-Gautier;Pleumeur;48,8023;-3,1574;France;FR;FRA
M?t?ren;Meteren;;50,7399;2,692;France;FR;FRA
Saint-Chartier;Saint-Chartier;;46,649;1,9773;France;FR;FRA
Mont-de-Lans;Mont-de-Lans;;45,0363;6,1314;France;FR;FRA
Qu?lern;Quelern;Quebern|Qu?lern-en-Bas;48,3;-4,55;France;FR;FRA
Chaussoy;Chaussoy;;50,073;1,7129;France;FR;FRA
Merris;Merris;;50,7158;2,662;France;FR;FRA
Maynage;Maynage;;44,3137;-1,1541;France;FR;FRA
La For?t-Fouesnant;La Foret-Fouesnant;La For?t;47,9088;-3,9791;France;FR;FRA
Kilstett;Kilstett;;48,6757;7,8557;France;FR;FRA
Sarlabous;Sarlabous;;43,0751;0,2789;France;FR;FRA
Cl?on-d?Andran;Cleon-d'Andran;Cl?on;44,6111;4,9352;France;FR;FRA
Saint-Paul-en-Born;Saint-Paul-en-Born;Saint-Paul;44,2241;-1,1528;France;FR;FRA
Milli?res;Millieres;;48,1357;5,4213;France;FR;FRA
Monchaux-sur-?caillon;Monchaux-sur-Ecaillon;Monchaux;50,2864;3,4561;France;FR;FRA
Vaux-l?s-Mouzon;Vaux-les-Mouzon;Vaux;49,6057;5,1319;France;FR;FRA
Halsou;Halsou;;43,3745;-1,423;France;FR;FRA
Annouville-Vilmesnil;Annouville-Vilmesnil;Annouville;49,6781;0,433;France;FR;FRA
Doncourt-l?s-Conflans;Doncourt-les-Conflans;Doncourt-en-Jarnisy|Doncourt;49,1425;5,9337;France;FR;FRA
Le Pont-d?Agris;Le Pont-d'Agris;Le Pont;45,786;0,3404;France;FR;FRA
M?gevette;Megevette;;46,2017;6,4988;France;FR;FRA
La Lande-d?Airou;La Lande-d'Airou;La Lande-d?Airon|La Lande;48,8165;-1,29;France;FR;FRA
Vadalle;Vadalle;;45,816;0,2207;France;FR;FRA
Vidaillat;Vidaillat;;45,9578;1,9074;France;FR;FRA
Montussan;Montussan;;44,8821;-0,4281;France;FR;FRA
Puyricard;Puyricard;;43,5804;5,4229;France;FR;FRA
Kermarquer;Kermarquer;;48,0533;-3,2989;France;FR;FRA
Saint-Aubin-de-Cr?tot;Saint-Aubin-de-Cretot;Saint-Aubin;49,5681;0,6371;France;FR;FRA
Georfans;Georfans;;47,5361;6,5116;France;FR;FRA
Belmach;Belmach;;49,4597;6,396;France;FR;FRA
Les Guillaumets;Les Guillaumets;Les Guillaumet;46,2767;2,9066;France;FR;FRA
Sabarros;Sabarros;;43,2376;0,4361;France;FR;FRA
Badant;Badant;;46,1249;1,8846;France;FR;FRA
Kerlastre;Kerlastre;;48,7251;-3,3497;France;FR;FRA
Vaugermain;Vaugermain;;47,7047;3,7853;France;FR;FRA
Bioncourt;Bioncourt;;48,7939;6,3625;France;FR;FRA
?treval;Etreval;;48,456;6,0526;France;FR;FRA
Vaux-devant-Damloup;Vaux-devant-Damloup;Vaux;49,2112;5,4726;France;FR;FRA
Bouvancourt;Bouvancourt;;49,3383;3,8363;France;FR;FRA
Essavilly;Essavilly;;46,7815;6,0896;France;FR;FRA
Fanlac;Fanlac;;45,0656;1,0957;France;FR;FRA
Gali?;Galie;;42,9898;0,6328;France;FR;FRA
Varennes-l?s-Nevers;Varennes-les-Nevers;Varennes;47,0508;3,1384;France;FR;FRA
Les Estaris;Les Estaris;;44,6977;6,3285;France;FR;FRA
Saint-Hilaire-du-Harcou?t;Saint-Hilaire-du-Harcouet;Saint-Hilaire;48,577;-1,09;France;FR;FRA
Bout de la C?te;Bout de la Cote;;44,3944;0,2495;France;FR;FRA
Grand Barbegal;Grand Barbegal;Barbegal|Le Grand Barbegal;43,6953;4,7157;France;FR;FRA
Glanon;Glanon;;47,0409;5,1072;France;FR;FRA
Corcelles-les-Monts;Corcelles-les-Monts;Corcelles;47,2945;4,9391;France;FR;FRA
Chaillon;Chaillon;;48,9476;5,6396;France;FR;FRA
Pierre-Perthuis;Pierre-Perthuis;;47,4333;3,7833;France;FR;FRA
Cuiry-Housse;Cuiry-Housse;;49,2966;3,4925;France;FR;FRA
Le Croissement;Le Croissement;;47,3826;-0,8461;France;FR;FRA
Saint-Ouen-de-Pontcheuil;Saint-Ouen-de-Pontcheuil;Saint-Ouen-de-Poncheuil|Saint-Ouen;49,2333;0,95;France;FR;FRA
Bern?court;Bernecourt;;48,8439;5,8446;France;FR;FRA
Pagolle;Pagolle;;43,2245;-0,9901;France;FR;FRA
Cons?gudes;Consegudes;;43,8436;7,0479;France;FR;FRA
Domart-sur-la-Luce;Domart-sur-la-Luce;Domart;49,8193;2,4835;France;FR;FRA
Suarce;Suarce;;47,5646;7,0822;France;FR;FRA
Mousseaux;Mousseaux;Mousseau;48,1071;2,3399;France;FR;FRA
Mousseaux;Mousseaux;;48,336;1,2687;France;FR;FRA
Benfeld;Benfeld;;48,3727;7,5934;France;FR;FRA
Champosoult;Champosoult;;48,8709;0,1674;France;FR;FRA
Mortain;Mortain;;48,6478;-0,9406;France;FR;FRA
C?zac;Cezac;;45,0908;-0,42;France;FR;FRA
Saint-Maurice-de-Beynost;Saint-Maurice-de-Beynost;Saint Maurice;45,829;4,9809;France;FR;FRA
Paray-sous-Briailles;Paray-sous-Briailles;Paray-sous-Briaille|Paray-sous-Brailles;46,2904;3,3651;France;FR;FRA
Saint-Loup-du-Gast;Saint-Loup-du-Gast;Saint-Loup;48,3858;-0,5856;France;FR;FRA
R?moiville;Remoiville;;48,45;5,3667;France;FR;FRA
Diss?-sous-le-Lude;Disse-sous-le-Lude;Diss?;47,6097;0,1547;France;FR;FRA
Javrezac;Javrezac;Jabrezac;45,7015;-0,3583;France;FR;FRA
Clairvaux;Clairvaux;Clairvaux-sur-Aujon;48,1465;4,7884;France;FR;FRA
Rilhac-Treignac;Rilhac-Treignac;;45,5263;1,6859;France;FR;FRA
Montvicq;Montvicq;;46,3198;2,8213;France;FR;FRA
Les Vergeais;Les Vergeais;;46,6833;3,1333;France;FR;FRA
Cald?gas;Caldegas;;42,4422;1,967;France;FR;FRA
Fleury-la-Rivi?re;Fleury-la-Riviere;Fleury;49,0968;3,8836;France;FR;FRA
Marquigny;Marquigny;;49,5512;4,7082;France;FR;FRA
Quinquis Marc;Quinquis Marc;;48,4667;-4,2667;France;FR;FRA
Denisy;Denisy;;48,5424;1,9393;France;FR;FRA
Grand Saint-Jean;Grand Saint-Jean;;43,6035;5,3728;France;FR;FRA
Gatey;Gatey;;46,9465;5,4341;France;FR;FRA
Reinhardsmunster;Reinhardsmunster;;48,6761;7,3169;France;FR;FRA
Four;Four;;48,5055;3,1979;France;FR;FRA
Pont?coulant;Pontecoulant;;48,8776;-0,5888;France;FR;FRA
La Peyzie;La Peyzie;;45,2667;0,5333;France;FR;FRA
Lalleyriat;Lalleyriat;;46,1546;5,7155;France;FR;FRA
Cellule;Cellule;;45,9473;3,1405;France;FR;FRA
Belgeard;Belgeard;;48,2534;-0,5489;France;FR;FRA
Rognon;Rognon;;47,4332;2,9145;France;FR;FRA
Mongaillard;Mongaillard;;44,2079;0,2938;France;FR;FRA
Mont Estremo;Mont Estremo;Monte Estremo;42,3624;8,8076;France;FR;FRA
Coligny;Coligny;;46,3813;5,3481;France;FR;FRA
Courbi?res;Courbieres;;45,2757;2,9107;France;FR;FRA
Liers;Liers;;48,6269;2,3441;France;FR;FRA
Dignac;Dignac;;45,5559;0,2794;France;FR;FRA
Dignac;Dignac;;45,4147;-0,9471;France;FR;FRA
Belv?ze;Belveze;;44,3299;1,0908;France;FR;FRA
H?court;Hecourt;;48,9806;1,4239;France;FR;FRA
Upaix;Upaix;;44,3187;5,8751;France;FR;FRA
Durtal;Durtal;;47,6718;-0,2416;France;FR;FRA
La Combe-de-Lancey;La Combe-de-Lancey;Combe de Lancey;45,2241;5,8971;France;FR;FRA
Labatie-d?Andaure;Labatie-d'Andaure;Labatie;45,0248;4,4929;France;FR;FRA
Saint-Jean-de-Thouars;Saint-Jean-de-Thouars;Saint-Jean;46,9639;-0,2116;France;FR;FRA
Le Salis;Le Salis;;46,4699;2,787;France;FR;FRA
Taiz?;Taize;;46,5163;4,678;France;FR;FRA
Ravel;Ravel;;45,7784;3,3956;France;FR;FRA
Crespin;Crespin;;50,4215;3,6587;France;FR;FRA
Champlois;Champlois;;47,36;4,0045;France;FR;FRA
Melun-S?nart;Melun-Senart;;48,4167;2,5833;France;FR;FRA
Le Veauroux;Le Veauroux;;49,6264;1,6463;France;FR;FRA
Framecourt;Framecourt;;50,3294;2,3059;France;FR;FRA
Isle-Aumont;Isle-Aumont;;48,2126;4,1235;France;FR;FRA
Pr? Rond;Pre Rond;;44,2259;5,5663;France;FR;FRA
Fonsorbes;Fonsorbes;;43,539;1,2288;France;FR;FRA
Auros;Auros;;44,4954;-0,1456;France;FR;FRA
Troischamps;Troischamps;;47,8818;5,5064;France;FR;FRA
Saint-Jean-de-la-Porte;Saint-Jean-de-la-Porte;;45,5563;6,1294;France;FR;FRA
Flacey;Flacey;;47,4297;5,1486;France;FR;FRA
Bugarach;Bugarach;;42,8771;2,3505;France;FR;FRA
Rieumajou;Rieumajou;;43,4151;1,7901;France;FR;FRA
Saint-Laurent-de-Condel;Saint-Laurent-de-Condel;Saint-Laurent;49,0402;-0,4171;France;FR;FRA
Montargis;Montargis;;47,997;2,7326;France;FR;FRA
Lagrauli?re;Lagrauliere;;45,3526;1,6387;France;FR;FRA
Guigneville;Guigneville;;48,476;2,3541;France;FR;FRA
Les Masures;Les Masures;Les Mazures;47,4336;-1,4186;France;FR;FRA
Pernay;Pernay;;47,4431;0,5;France;FR;FRA
Payssous;Payssous;;43,0343;0,7125;France;FR;FRA
La Turballe;La Turballe;;47,3457;-2,507;France;FR;FRA
Yzeux;Yzeux;Yseux;49,9756;2,1073;France;FR;FRA
Louhans;Louhans;;46,6264;5,2247;France;FR;FRA
Le Boullay-Mivoye;Le Boullay-Mivoye;Le Boullay-Mivoie;48,6477;1,4042;France;FR;FRA
Eckartswiller;Eckartswiller;;48,7648;7,3537;France;FR;FRA
?tupes;Etupes;;47,5053;6,8707;France;FR;FRA
Saint-Cyran;Saint-Cyran;Saint-Ciran;46,8058;1,1567;France;FR;FRA
Poill?;Poille;;48,1333;0,25;France;FR;FRA
Gilhoc-sur-Orm?ze;Gilhoc-sur-Ormeze;Gilhoc;44,9864;4,688;France;FR;FRA
Bousignies;Bousignies;;50,4344;3,3465;France;FR;FRA
Les Noiraults;Les Noiraults;;48,0208;2,9504;France;FR;FRA
Grancey-sur-Ource;Grancey-sur-Ource;Grancey;48,0077;4,5875;France;FR;FRA
Schwoben;Schwoben;;47,6166;7,3051;France;FR;FRA
Port-de-Lanne;Port-de-Lanne;Port-de-Lannes|Lanne;43,5648;-1,1791;France;FR;FRA
Kernascl?den;Kernascleden;;48,0068;-3,3204;France;FR;FRA
Marcoussis;Marcoussis;;48,6403;2,2386;France;FR;FRA
Les Rues;Les Rues;;48,5374;0,1821;France;FR;FRA
F?camp;Fecamp;S?camp;49,7567;0,3729;France;FR;FRA
Montagny-les-Lanches;Montagny-les-Lanches;Montagny;45,8608;6,0434;France;FR;FRA
Saint-Denis;Saint-Denis;;46,9452;2,5294;France;FR;FRA
Suhare;Suhare;;43,1421;-0,9177;France;FR;FRA
Sorbon;Sorbon;;49,538;4,3557;France;FR;FRA
Les Bruy?res-Radon;Les Bruyeres-Radon;;46,8205;3,2461;France;FR;FRA
Saint-S?verin-d?Estissac;Saint-Severin-d'Estissac;Saint-Severin;45,0511;0,4769;France;FR;FRA
Vallon;Vallon;;44,7388;2,6349;France;FR;FRA
Saint-Flour;Saint-Flour;;45,0337;3,093;France;FR;FRA
Saint-Flour;Saint-Flour;;45,7091;3,5042;France;FR;FRA
Maisnil;Maisnil;;50,6246;2,1648;France;FR;FRA
Maisnil;Maisnil;;50,3445;2,3651;France;FR;FRA
Vraignes-l?s-Hornoy;Vraignes-les-Hornoy;Vraignes;49,8285;1,9121;France;FR;FRA
Corbie;Corbie;;49,1622;1,5478;France;FR;FRA
?r?me;Erome;;45,1212;4,8201;France;FR;FRA
Fays;Fays;;48,1947;6,6757;France;FR;FRA
Fays;Fays;;48,4733;5,0354;France;FR;FRA
Kerprad;Kerprad;;47,3114;-3,188;France;FR;FRA
Milhaguet;Milhaguet;;45,6632;0,7982;France;FR;FRA
Brassioux;Brassioux;;46,856;1,6741;France;FR;FRA
Bernac;Bernac;;43,9587;2,0266;France;FR;FRA
Cadix;Cadix;;43,5689;1,8829;France;FR;FRA
Cadix;Cadix;;43,9761;2,477;France;FR;FRA
Bourseville;Bourseville;;50,1056;1,5262;France;FR;FRA
Vanz?;Vanze;;46,8742;3,5324;France;FR;FRA
Varetz;Varetz;Varets;45,1939;1,4506;France;FR;FRA
Vaison-la-Romaine;Vaison-la-Romaine;Vaison;44,2412;5,0741;France;FR;FRA
Saint-Martin-des-Champs;Saint-Martin-des-Champs;Saint-Martin;47,6565;3,0343;France;FR;FRA
Saint-Andr?-les-Vergers;Saint-Andre-les-Vergers;Saint-Andr?;48,2853;4,0521;France;FR;FRA
Foncquevillers;Foncquevillers;Fonquevillers;50,1486;2,631;France;FR;FRA
Kerbargain;Kerbargain;;48,3668;-3,324;France;FR;FRA
Fajac-la-Relenque;Fajac-la-Relenque;Fajac;43,2797;1,7243;France;FR;FRA
Chuisnes;Chuisnes;;48,4465;1,207;France;FR;FRA
Cr?m?nil;Cramenil;;48,7444;-0,3783;France;FR;FRA
Canaglia;Canaglia;;42,1614;9,1388;France;FR;FRA
Ambar?s-et-Lagrave;Ambares-et-Lagrave;Amoar?s|Ambar?s-et-La Grave;44,9274;-0,4914;France;FR;FRA
Le Mage;Le Mage;;48,5085;0,8036;France;FR;FRA
Le Roulant;Le Roulant;;46,1897;-1,3769;France;FR;FRA
La Borde;La Borde;;46,7369;0,9847;France;FR;FRA
La Borde;La Borde;;48,2602;0,8953;France;FR;FRA
La Borde;La Borde;;48,1978;1,0556;France;FR;FRA
Urcerey;Urcerey;;47,6088;6,809;France;FR;FRA
La Villeneuve-au-Ch?ne;La Villeneuve-au-Chene;La Villeneuve;48,2388;4,3879;France;FR;FRA
Pierrepont;Pierrepont;;49,6538;3,7925;France;FR;FRA
La Borde;La Borde;;48,1825;2,8929;France;FR;FRA
La Borde;La Borde;Ch?tillon-la-Borde;48,5308;2,8349;France;FR;FRA
Chauvirey-le-Ch?tel;Chauvirey-le-Chatel;;47,7914;5,7536;France;FR;FRA
Fontenay-Tr?signy;Fontenay-Tresigny;;48,7065;2,8705;France;FR;FRA
L?Herbeil;L'Herbeil;;45,2423;2,1312;France;FR;FRA
Longpont;Longpont;;49,2731;3,2201;France;FR;FRA
Marcellaire;Marcellaire;;44,8628;5,676;France;FR;FRA
Chambre;Chambre;Chambres;45,2;2,3667;France;FR;FRA
Mont?lier;Montelier;;44,9344;5,0313;France;FR;FRA
Ker Pierre Borny;Ker Pierre Borny;;46,7248;-2,3646;France;FR;FRA
Saint-Thomas;Saint-Thomas;;49,4971;3,8208;France;FR;FRA
Charrey-sur-Sa?ne;Charrey-sur-Saone;Charrey-en-Plaine|Charrey;47,0882;5,1623;France;FR;FRA
Sembadel;Sembadel;Sembadel-Gare;45,2748;3,6867;France;FR;FRA
Louvilliers-l?s-Perche;Louvilliers-les-Perche;Louvilliers|Louvilliers-les-Perches;48,6225;1,0802;France;FR;FRA
La Fourrerie;La Fourrerie;;48,1061;-1,52;France;FR;FRA
Saint-Loup-sur-Aujon;Saint-Loup-sur-Aujon;Saint-Loup;47,8879;5,0892;France;FR;FRA
Aureilhan;Aureilhan;Au Meoule;44,2179;-1,1966;France;FR;FRA
Grandrupt-de-Bains;Grandrupt-de-Bains;Grandrupt;48,0652;6,1827;France;FR;FRA
Les Sorini?res;Les Sorinieres;;47,1474;-1,53;France;FR;FRA
Morainville-sur-Damville;Morainville-sur-Damville;Morainville;48,8316;1,1219;France;FR;FRA
Martinet;Martinet;;46,6765;-1,6795;France;FR;FRA
Sainte-Marie-de-Vaux;Sainte-Marie-de-Vaux;Sainte-Marie;45,8719;1,0444;France;FR;FRA
Les Authieux-du-Puits;Les Authieux-du-Puits;Les Authieux;48,7123;0,3342;France;FR;FRA
Vieux-Vy-sur-Couesnon;Vieux-Vy-sur-Couesnon;Vieux-Vy-sur-Cuesnon|Vieux-Vy;48,3416;-1,4891;France;FR;FRA
Faye;Faye;;46,5229;2,4754;France;FR;FRA
Montcey;Montcey;;47,6563;6,2372;France;FR;FRA
Saint-Gilles-les-Bois;Saint-Gilles-les-Bois;Saint-Gilles;48,6522;-3,1045;France;FR;FRA
?vecquemont;Evecquemont;;49,0144;1,9442;France;FR;FRA
Givry;Givry;;49,4893;4,5369;France;FR;FRA
Le Chanoy;Le Chanoy;;48,6996;3,3514;France;FR;FRA
Chabrac;Chabrac;;45,9331;0,7387;France;FR;FRA
Kerret;Kerret;;48,2527;-4,5263;France;FR;FRA
Valines;Valines;;50,0765;1,6227;France;FR;FRA
Fontoy;Fontoy;;49,356;5,9925;France;FR;FRA
Campretti;Campretti;;42,4876;9,1183;France;FR;FRA
Guewenheim;Guewenheim;;47,7526;7,0912;France;FR;FRA
Xamontarupt;Xamontarupt;;48,1326;6,6519;France;FR;FRA
Gr?zes;Grezes;;44,6274;1,82;France;FR;FRA
Gr?zes;Grezes;;44,5126;3,3382;France;FR;FRA
Bardenac;Bardenac;;45,3006;-0,0149;France;FR;FRA
Bardenac;Bardenac;;44,95;1,1;France;FR;FRA
Courtamier;Courtamier;;48,0444;2,5857;France;FR;FRA
Cressanges;Cressanges;;46,446;3,1607;France;FR;FRA
Gilley;Gilley;Gilley-Gare;47,0474;6,4826;France;FR;FRA
Brainville-sur-Meuse;Brainville-sur-Meuse;Brainville;48,1772;5,5869;France;FR;FRA
Champougny;Champougny;;48,5446;5,6945;France;FR;FRA
Sceaux-sur-Huisne;Sceaux-sur-Huisne;Sceaux-sur-Hu?ne|Sceaux;48,1048;0,5847;France;FR;FRA
Cronat;Cronat;;46,7221;3,6858;France;FR;FRA
Ouroux-sur-Sa?ne;Ouroux-sur-Saone;Ouroux;46,7215;4,9526;France;FR;FRA
Montjardin;Montjardin;;42,9826;2,0282;France;FR;FRA
Montjardin;Montjardin;;44,1244;3,3943;France;FR;FRA
Marigny-le-Ch?tel;Marigny-le-Chatel;Marigny;48,4029;3,7359;France;FR;FRA
Balgau;Balgau;;47,9283;7,539;France;FR;FRA
B?rulle;Berulle;B?rulles;48,1771;3,6625;France;FR;FRA
Kergonsoch;Kergonsoch;;48,45;-4,7667;France;FR;FRA
Salcigneux;Salcigneux;Saleigneux;45,5;4,5333;France;FR;FRA
Fourg;Fourg;;47,0985;5,8111;France;FR;FRA
Le Bex;Le Bex;;44,8803;2,3856;France;FR;FRA
Chantafret;Chantafret;;46,5269;2,2664;France;FR;FRA
Arjuzanx;Arjuzanx;;44,0143;-0,8565;France;FR;FRA
Chevry;Chevry;;46,369;5,8159;France;FR;FRA
La S?gumie;La Segumie;;45,108;0,6696;France;FR;FRA
La Guignotrie;La Guignotrie;;46,6685;0,9048;France;FR;FRA
Farincourt;Farincourt;;47,6993;5,6811;France;FR;FRA
Br?touar?;Bretouare;;48,639;-4,2326;France;FR;FRA
Aignoz;Aignoz;Aignot;45,8313;5,7443;France;FR;FRA
Saint-Marc-la-Lande;Saint-Marc-la-Lande;;46,5204;-0,3792;France;FR;FRA
Saint-Go;Saint-Go;;43,6876;0,03;France;FR;FRA
Scill?;Scille;;46,6002;-0,5591;France;FR;FRA
La B?rarde;La Berarde;;44,9347;6,2895;France;FR;FRA
Fontaine-l?s-Cappy;Fontaine-les-Cappy;Fontaine;49,8981;2,782;France;FR;FRA
Pont-de-Menat;Pont-de-Menat;;46,102;2,9311;France;FR;FRA
